loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], gyroADC[0], gyroADC[1], gyroADC[2], gyroUnfilt[0], gyroUnfilt[1], gyroUnfilt[2], debug[0], debug[1], debug[2], debug[3], debug[4], debug[5], debug[6], debug[7], motor[0], motor[1], motor[2], motor[3], eRPM[0], eRPM[1], eRPM[2], eRPM[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 21835058,   0,   1,   1,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,  -1,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 163, 158, 168, 159,  12,  12,  12,  13, 0, 0, IDLE, 0, 0
  1, 21836296,   0,   1,   1,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 161, 159, 166, 158,  12,  12,  12,  13, ANGLE_MODE, 0, IDLE, 1, 1
  2, 21837538,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 160, 160, 164, 158,  12,  12,  12,  13, ANGLE_MODE, 0, IDLE, 1, 1
  3, 21838780,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 158, 158, 161, 158,  12,  12,  12,  13, ANGLE_MODE, 0, IDLE, 1, 1
  4, 21840025,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   1,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 160, 162, 158, 163,  12,  12,  12,  13, ANGLE_MODE, 0, IDLE, 1, 1
  5, 21841268,   0,   0,  -1,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   2,   0,   0,   3,   0,   0,   0,   0,   0,   0,   0,   0, 163, 165, 158, 170,  13,  13,  13,  13, ANGLE_MODE, 0, IDLE, 1, 1
  6, 21842511,   0,   0,  -2,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   3,   0,   0,   4,   0,   0,   0,   0,   0,   0,   0,   0, 168, 169, 158, 177,  13,  13,  13,  13, ANGLE_MODE, 0, IDLE, 1, 1
  7, 21843755,   0,  -1,  -3,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   3,   0,   1,   4,   0,   1,   0,   0,   0,   0,   0,   0, 172, 170, 158, 182,  12,  12,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
  8, 21844999,   0,  -1,  -4,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   1,   4,   0,   1,   4,   0,   1,   0,   0,   0,   0,   0,   0, 177, 170, 158, 185,  12,  12,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
  9, 21846243,   0,  -1,  -5,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   1,   4,   0,   1,   4,   0,   1,   0,   0,   0,   0,   0,   0, 179, 170, 158, 188,  13,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 10, 21847487,   0,  -1,  -5,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   1,   4,   0,   1,   3,   0,   1,   0,   0,   0,   0,   0,   0, 179, 168, 158, 188,  13,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 11, 21848737,   0,  -1,  -5,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   1,   3,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 177, 162, 158, 182,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 12, 21849974,   0,  -1,  -5,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,   2,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 174, 158, 158, 177,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 13, 21851217,   0,   0,  -4,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 175, 158, 165, 174,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 14, 21852461,   0,   0,  -2,   0,   0,   0,   1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  -2,   0,  -1,   0,   0,   0,   0,   0,   0, 178, 158, 175, 173,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 15, 21853704,   1,   1,  -1,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,  -1,   0,  -1,  -3,   0,  -1,   0,   0,   0,   0,   0,   0, 176, 158, 182, 167,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 16, 21854949,   1,   1,   1,   0,   0,   0,   1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,  -3,   0,   0,  -4,   0,   0,   0,   0,   0,   0,   0,   0, 170, 158, 183, 161,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 17, 21856192,   1,   1,   3,   0,   0,   0,   2,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,  -1,  -4,  -1,  -1,  -5,  -1,  -1,   0,   0,   0,   0,   0,   0, 166, 161, 187, 158,  15,  13,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 18, 21857435,   1,   2,   5,   0,   0,   0,   2,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,  -1,  -1,  -5,  -1,  -1,  -6,  -1,  -1,   0,   0,   0,   0,   0,   0, 166, 166, 195, 158,  15,  13,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 19, 21858678,   1,   2,   6,   0,   0,   0,   2,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,  -1,  -1,  -6,  -1,  -1,  -6,  -1,  -1,   0,   0,   0,   0,   0,   0, 164, 170, 200, 158,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 20, 21859923,   1,   2,   7,   0,   0,   0,   1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,  -1,  -1,  -6,  -1,  -1,  -5,  -1,  -1,   0,   0,   0,   0,   0,   0, 162, 175, 200, 158,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 21, 21861166,   1,   2,   8,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,  -1,  -1,  -5,  -1,  -1,  -5,  -1,  -1,   0,   0,   0,   0,   0,   0, 158, 179, 196, 158,  15,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 22, 21862409,   1,   1,   7,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,  -1,  -1,  -5,  -1,   0,  -4,  -1,   0,   0,   0,   0,   0,   0,   0, 158, 181, 194, 160,  16,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 23, 21863654,   1,   1,   7,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,  -1,   0,  -4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 158, 184, 187, 163,  16,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 24, 21864897,   1,   0,   5,   0,   0,   0,  -1,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,  -3,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 158, 188, 179, 168,  12,  12,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
 25, 21866142,   1,  -1,   4,   0,   0,   0,  -1,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,  -1,   0,   1,   0,   0,   1,   0,   0,   0,   0,   0,   0, 158, 192, 173, 178,  12,  13,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
102, 21866763,   1,  -1,   3,   0,   0,   0,  -1,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,  -1,   0,   1,   1,   0,   1,   0,   0,   0,   0,   0,   0, 158, 192, 169, 180,  12,  13,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
103, 21868008,   1,  -1,   1,   0,   0,   0,  -1,  -6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   0,   0,   1,   2,   0,   1,   0,   0,   0,   0,   0,   0, 158, 189, 160, 181,  12,  13,  13,  13, ANGLE_MODE, 0, IDLE, 1, 1
104, 21869248,   1,  -2,   0,   0,   0,   0,  -1,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   1,   0,   1,   3,   0,   1,   0,   0,   0,   0,   0,   0, 161, 186, 158, 184,  12,  13,  15,  13, ANGLE_MODE, 0, IDLE, 1, 1
105, 21870493,   0,  -2,  -2,   0,   0,   0,  -1,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   2,   0,   1,   3,   0,   1,   0,   0,   0,   0,   0,   0, 167, 185, 158, 189,  12,  13,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
106, 21871737,   0,  -2,  -3,   0,   0,   0,  -1,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   3,   0,   1,   3,   0,   1,   0,   0,   0,   0,   0,   0, 171, 181, 158, 189,  12,  13,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
107, 21872979,   1,  -2,  -4,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   3,   0,   1,   3,   0,   1,   0,   0,   0,   0,   0,   0, 168, 169, 158, 187,  13,  13,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
108, 21874224,   0,  -2,  -4,   0,   0,   0,  -1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   3,   0,   1,   2,   0,   1,   0,   0,   0,   0,   0,   0, 175, 168, 158, 181,  13,  13,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
109, 21875475,   1,  -1,  -4,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   2,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 172, 158, 159, 175,  13,  14,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
110, 21876711,   0,  -1,  -4,   0,   0,   0,   0,   2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   1,   2,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 177, 158, 163, 171,  13,  15,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
111, 21877954,   0,  -1,  -3,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   2,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 177, 158, 165, 169,  13,  15,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
112, 21879197,   0,   0,  -2,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 178, 158, 168, 167,  13,  15,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
113, 21880443,   1,   0,  -2,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 180, 158, 176, 168,  13,  16,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
114, 21881686,   0,   1,  -1,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  -2,   0,  -1,   0,   0,   0,   0,   0,   0, 181, 158, 177, 162,  12,  17,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
115, 21882928,   0,   1,   0,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -1,   0,  -1,  -2,   0,  -1,   0,   0,   0,   0,   0,   0, 179, 158, 180, 159,  12,  17,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
116, 21884172,   0,   2,   1,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -2,   0,  -1,  -3,   0,  -1,   0,   0,   0,   0,   0,   0, 180, 161, 185, 158,  12,  17,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
117, 21885418,   0,   2,   2,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -3,   0,  -1,  -3,   0,  -1,   0,   0,   0,   0,   0,   0, 179, 163, 190, 158,  12,  17,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
118, 21886659,   1,   2,   3,   0,   0,   0,   0,   2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -3,   0,  -1,  -3,   0,  -1,   0,   0,   0,   0,   0,   0, 170, 166, 186, 158,  12,  18,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
119, 21887902,   1,   2,   4,   0,   0,   0,   1,   2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -3,   0,  -1,  -3,   0,  -1,   0,   0,   0,   0,   0,   0, 167, 164, 188, 158,  13,  18,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
120, 21889147,   1,   2,   4,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -3,   0,  -1,  -3,   0,  -1,   0,   0,   0,   0,   0,   0, 163, 168, 184, 158,  13,  19,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
121, 21890391,   1,   1,   4,   0,   0,   0,   2,  -1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -3,  -1,  -1,  -3,  -1,  -1,   0,   0,   0,   0,   0,   0, 158, 170, 184, 164,  14,  20,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
122, 21891631,   1,   2,   4,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -3,   0,  -1,  -3,   0,  -1,   0,   0,   0,   0,   0,   0, 158, 168, 181, 158,  14,  20,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
123, 21892878,   1,   1,   4,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -3,   0,   0,  -4,   0,   0,   0,   0,   0,   0,   0,   0, 158, 174, 181, 164,  14,  21,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
124, 21894121,   1,   1,   5,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -3,  -1,  -1,  -4,  -1,  -1,   0,   0,   0,   0,   0,   0, 158, 176, 181, 164,  14,  21,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
125, 21895370,   1,   1,   5,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -3,   0,   0,  -3,   0,   0,   0,   0,   0,   0,   0,   0, 158, 176, 182, 164,  15,  21,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
126, 21896611,   1,   1,   5,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,  -3,   0,   0,  -3,   0,   0,   0,   0,   0,   0,   0,   0, 158, 180, 178, 163,  15,  21,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
127, 21897855,   1,   0,   4,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,  -3,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 158, 183, 177, 168,  16,  22,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
204, 21898475,   1,   0,   4,   0,   0,   0,  -1,  -3,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,  -2,  -1,   1,   0,  -1,   1,   0,   0,   0,   0,   0,   0, 158, 185, 174, 171,  16,  22,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
205, 21899719,   1,  -1,   3,   0,   0,   0,   0,  -4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,   0,  -1,   0,   1,   1,   0,   1,   0,   0,   0,   0,   0,   0, 158, 186, 172, 180,  16,  22,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
206, 21900962,   1,  -1,   1,   0,   0,   0,   0,  -5,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   1,   1,   0,   1,   3,   0,   1,   0,   0,   0,   0,   0,   0, 158, 184, 164, 182,  17,  23,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
207, 21902211,   1,  -2,  -1,   0,   0,   0,   0,  -5,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   1,   2,  -1,   2,   4,  -1,   2,   0,   0,   0,   0,   0,   0, 158, 181, 158, 187,  18,  24,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
208, 21903450,   1,  -2,  -3,   0,   0,   0,   0,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   4,   0,   2,   5,   0,   2,   0,   0,   0,   0,   0,   0, 164, 182, 158, 197,  18,  24,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
209, 21904693,   1,  -3,  -5,   0,   0,   0,   0,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   2,   5,   0,   2,   7,   0,   2,   0,   0,   0,   0,   0,   0, 174, 185, 158, 205,  18,  24,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
210, 21905936,   0,  -3,  -7,   0,   0,   0,  -2,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   2,   6,   0,   1,   8,   0,   1,   0,   0,   0,   0,   0,   0, 189, 189, 158, 209,  18,  25,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
211, 21907181,   0,  -3,  -8,   0,   0,   0,  -2,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   2,   7,   0,   2,   8,   0,   2,   0,   0,   0,   0,   0,   0, 195, 184, 158, 210,  19,  25,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
212, 21908428,   0,  -3, -10,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   2,   8,   0,   2,   8,   0,   2,   0,   0,   0,   0,   0,   0, 202, 182, 158, 211,  19,  25,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
213, 21909668,   0,  -2, -11,   0,   0,   0,  -2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   8,   0,   1,   8,   0,   1,   0,   0,   0,   0,   0,   0, 204, 173, 158, 208,  20,  26,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
214, 21910912,   0,  -2, -11,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   8,   1,   1,   8,   1,   1,   0,   0,   0,   0,   0,   0, 204, 167, 158, 207,  21,  28,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
215, 21912155,   0,  -1, -12,   0,   0,   0,   0,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   8,  -1,   0,   8,  -1,   0,   0,   0,   0,   0,   0,   0, 205, 158, 162, 204,  21,  30,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
216, 21913399,   0,  -1, -12,   0,   0,   0,   1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   8,   0,   0,   8,   0,   0,   0,   0,   0,   0,   0,   0, 210, 158, 170, 207,  21,  30,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
217, 21914643,   1,  -1, -11,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   1,   7,   0,   0,   6,   0,   0,   0,   0,   0,   0,   0,   0, 212, 158, 176, 209,  22,  31,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
218, 21915886,   1,   0, -11,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,   7,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0, 210, 158, 176, 205,  22,  31,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
219, 21917129,   0,   0, -10,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,   5,   0,   0,   4,   0,   0,   0,   0,   0,   0,   0,   0, 209, 158, 175, 197,  23,  32,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
220, 21918373,   0,   1,  -8,   0,   0,   0,   0,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,   0,   4,  -1,  -1,   3,  -1,  -1,   0,   0,   0,   0,   0,   0, 210, 158, 181, 191,  24,  34,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
221, 21919616,   0,   2,  -7,   0,   0,   0,   0,   6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,  -1,   3,   0,  -2,   2,   0,  -2,   0,   0,   0,   0,   0,   0, 212, 158, 187, 184,  26,  34,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
222, 21920860,   0,   2,  -5,   0,   0,   0,  -1,   6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,  -1,   2,   0,  -1,   1,   0,  -1,   0,   0,   0,   0,   0,   0, 205, 158, 184, 176,  26,  35,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
223, 21922107,   0,   2,  -3,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0,   0,  -1,   1,   0,  -1,  -2,   0,  -1,   0,   0,   0,   0,   0,   0, 191, 158, 178, 171,  27,  35,  12,  12, ANGLE_MODE, 0, IDLE, 1, 1
224, 21923347,   1,   3,  -1,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,  -1,  -1,  -1,  -2,  -3,  -1,  -2,   0,   0,   0,   0,   0,   0, 188, 158, 190, 169,  27,  37,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
225, 21924590,   1,   3,   1,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -2,  -3,   0,  -1,  -5,   0,  -1,   0,   0,   0,   0,   0,   0, 182, 158, 195, 164,  28,  38,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
226, 21925835,   1,   3,   3,   0,   0,   0,   2,   4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -2,  -4,  -1,  -2,  -5,  -1,  -2,   0,   0,   0,   0,   0,   0, 172, 158, 197, 161,  28,  38,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
227, 21927079,   1,   3,   5,   0,   0,   0,   2,   2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -2,  -5,   0,  -2,  -6,   0,  -2,   0,   0,   0,   0,   0,   0, 164, 163, 194, 158,  29,  40,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
228, 21928322,   1,   2,   6,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -5,  -1,  -1,  -6,  -1,  -1,   0,   0,   0,   0,   0,   0, 158, 173, 192, 160,  31,  42,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
229, 21929566,   1,   3,   7,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -6,   0,  -1,  -5,   0,  -1,   0,   0,   0,   0,   0,   0, 160, 178, 193, 158,  31,  44,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
306, 21930188,   1,   2,   7,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -6,  -1,  -1,  -5,  -1,  -1,   0,   0,   0,   0,   0,   0, 161, 179, 195, 158,  31,  44,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
307, 21931431,   1,   1,   7,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,  -1,  -5,  -1,   0,  -4,  -1,   0,   0,   0,   0,   0,   0,   0, 158, 190, 193, 169,  32,  46,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
308, 21932673,   1,   1,   7,   0,   0,   0,   0,  -5,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,   0,  -4,   0,   0,  -3,   0,   0,   0,   0,   0,   0,   0,   0, 158, 200, 191, 180,  33,  47,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
309, 21933917,   1,   1,   6,   0,   0,   0,   0,  -4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,   0,  -3,  -1,   0,  -2,  -1,   0,   0,   0,   0,   0,   0,   0, 158, 193, 186, 176,  33,  51,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
310, 21935167,   1,   0,   5,   0,   0,   0,  -1,  -5,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,   0,  -2,   0,   1,  -1,   0,   1,   0,   0,   0,   0,   0,   0, 158, 196, 177, 180,  35,  53,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
311, 21936404,   1,  -1,   4,   0,   0,   0,  -2,  -5,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,   0,   0,  -2,  -1,   1,  -1,  -1,   1,   0,   0,   0,   0,   0,   0, 158, 194, 167, 176,  37,  55,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
312, 21937648,   1,  -1,   3,   0,   0,   0,   0,  -4,   0,   0,   0,   1,   1,   0, 1000,   0,   0,   0,   0,  -1,   1,  -1,  -1,   1,  -1,  -1,   1,   0,   0,   0,   0,   0,   0, 158, 189, 171, 181,  37,  58,  13,  12, ANGLE_MODE, 0, IDLE, 1, 1
