69066,44432790,-1,0,0,4,9,7,6,-5,0,0,-1,-10,0,115,1314,-2,0,48,315,-1,0,49,-2,7,39,-2,7,0,0,0,0,0,0,730,741,788,752,1079,1056,1119,1053,1,0,0,1,1,9,4,6,-2,0,48,31.5,-1,0,-1
69070,44434033,-1,-1,0,4,9,7,-2,-5,0,0,-1,-10,0,115,1314,-2,0,48,315,-1,0,49,12,-9,56,12,-9,0,0,0,0,0,0,746,759,773,739,1079,1056,1128,1053,1,0,0,1,1,1,3,6,-2,0,48,31.5,-1,0,-1
69074,44435276,-1,-1,0,4,9,7,0,-3,0,0,-1,-10,0,115,1315,-2,0,48,316,-1,0,48,-12,0,49,-12,0,0,0,0,0,0,0,746,751,783,741,1064,1064,1132,1053,1,0,0,1,1,3,5,6,-2,0,48,31.6,-1,0,0
69078,44436521,-2,0,0,4,9,7,-2,-1,0,0,-1,-10,0,115,1315,-2,0,48,317,-1,0,48,0,8,41,0,8,0,0,0,0,0,0,759,754,782,731,1079,1064,1128,1060,1,0,0,1,1,0,8,6,-2,0,48,31.7,-1,0,0
69082,44437763,-1,0,0,4,9,7,-3,5,0,0,-1,-10,0,115,1316,-2,0,48,317,-1,0,48,7,-6,53,7,-6,0,0,0,0,0,0,773,744,793,718,1079,1042,1128,1064,1,0,0,1,1,0,14,6,-2,0,48,31.7,-1,0,0
69086,44439007,-1,0,0,4,9,7,-1,5,0,0,-1,-10,1,116,1316,-2,0,48,318,-1,0,49,-8,-4,52,-8,-4,0,0,0,0,0,0,770,741,798,723,1083,1064,1111,1056,1,0,0,1,1,2,14,6,-2,0,48,31.8,-1,0,-1
69090,44440251,-1,1,0,4,9,7,0,7,0,0,-1,-10,1,116,1316,-2,0,48,318,-1,-1,49,-3,7,40,-3,7,0,0,0,0,0,0,774,735,804,721,1079,1064,1119,1064,1,0,0,1,1,3,17,6,-2,0,48,31.8,-1,1,-1
69094,44441494,0,1,0,4,9,7,7,2,0,0,-1,-10,1,116,1317,-2,0,48,318,-1,0,49,6,-3,53,6,-3,0,0,0,0,0,0,751,729,811,745,1079,1068,1111,1060,1,0,0,1,1,11,12,6,-2,0,48,31.8,-1,0,-1
69098,44442738,-1,2,0,4,9,7,3,6,0,0,-1,-10,1,116,1317,-2,0,48,319,-1,-1,48,-7,-8,52,-7,-8,0,0,0,0,0,0,768,730,812,730,1075,1068,1115,1042,1,0,0,1,1,6,17,6,-2,0,48,31.9,-1,1,0
69102,44443986,0,2,0,4,9,7,3,5,0,0,-1,-10,1,116,1317,-2,0,48,319,-1,-1,48,-2,6,42,-2,6,0,0,0,0,0,0,764,731,813,733,1079,1056,1136,1056,1,0,0,1,1,7,16,6,-2,0,48,31.9,-1,1,0
69106,44445225,0,2,0,4,9,7,4,7,0,0,-1,-10,0,115,1318,-2,0,48,319,-1,-1,48,3,1,51,3,1,0,0,0,0,0,0,769,723,821,729,1079,1064,1141,1064,1,0,0,1,1,8,18,6,-2,0,48,31.9,-1,1,0
69110,44446470,-1,2,0,4,9,7,-2,2,0,0,-1,-10,0,115,1318,-2,0,48,319,-1,-1,48,-3,-9,53,-3,-9,0,0,0,0,0,0,773,746,800,726,1091,1060,1141,1064,1,0,0,1,1,1,13,6,-2,0,48,31.9,-1,1,0
69114,44447713,0,2,0,4,9,7,0,2,0,0,-1,-10,0,115,1318,-2,0,48,320,-1,-1,48,-2,2,41,-2,2,0,0,0,0,0,0,768,744,805,733,1091,1060,1149,1060,1,0,0,1,1,4,13,6,-2,0,48,32,-1,1,0
69118,44448957,0,2,0,4,9,7,1,1,0,0,-1,-10,0,115,1319,-2,0,48,321,-1,-1,48,2,4,51,2,4,0,0,0,0,0,0,766,746,805,737,1071,1060,1128,1064,1,0,0,1,1,5,12,6,-2,0,48,32.1,-1,1,0
69122,44450200,0,2,0,4,9,7,3,2,0,0,-1,-10,0,115,1319,-2,0,48,321,-2,-1,49,-8,-8,54,-8,-8,0,0,0,0,0,0,764,737,815,741,1091,1060,1141,1060,1,0,0,1,1,7,13,6,-2,0,48,32.1,0,1,-1
69126,44451444,0,2,0,4,9,7,5,-2,0,0,-1,-10,0,115,1320,-2,0,48,321,-2,-1,49,1,-1,42,1,-1,0,0,0,0,0,0,753,745,809,754,1083,1064,1145,1053,1,0,0,1,1,9,9,6,-2,0,48,32.1,0,1,-1
69130,44452688,0,1,0,4,9,7,1,-5,0,0,-1,-10,0,115,1320,-2,0,48,322,-2,-1,49,0,8,49,0,8,0,0,0,0,0,0,755,758,797,754,1095,1053,1132,1049,1,0,0,1,1,5,5,6,-2,0,48,32.2,0,1,-1
69134,44453930,0,2,0,4,9,7,2,-3,0,0,-1,-10,0,115,1321,-2,0,48,323,-2,-1,49,-4,-8,54,-4,-8,0,0,0,0,0,0,759,752,805,754,1079,1068,1128,1056,1,0,0,1,1,6,8,6,-2,0,48,32.3,0,1,-1
69138,44455175,0,1,0,4,9,7,1,-1,0,0,-1,-10,0,115,1321,-2,0,48,323,-2,-1,49,-2,-3,44,-2,-3,0,0,0,0,0,0,764,752,807,751,1087,1064,1132,1053,1,0,0,1,1,5,9,6,-2,0,48,32.3,0,1,-1
69142,44456419,0,1,-1,4,9,7,-1,-5,0,0,-1,-10,0,115,1322,-2,0,48,324,-2,0,49,0,10,48,0,10,0,0,0,0,0,0,762,767,794,757,1091,1068,1132,1068,1,0,0,1,1,3,5,5,-2,0,48,32.4,0,0,-1
